Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
JC_interiorDoorOldBrown_NoBarricade,blocks,block,,,Brown Interior Door Old (No Barricade),,Braune Innentür – alt (Ohne Barrikade),Puerta interior Marrón vieja (Sin Barricada),"Porte intérieure Marronhe, ancienne (Sans Barrière)",Porta interna vecchia Marrone (Senza Barriera),古い室内ドア（茶色） (バリケードなし),갈색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Brązowy (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Коричневый межкомнатная дверь (Без Баррикады),Kahverengi Eski İç Ev Kapısı (Barikat Yok),棕色旧室内门 (无障碍),棕色室內舊門 (無障礙)
JC_interiorDoorOldDoubleBlue_NoBarricade,blocks,block,,,Blue Interior Door Old Double (No Barricade),,"Blaue Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Azul vieja doble (Sin Barricada),"Double porte intérieure Bleuhe, ancienne (Sans Barrière)",Porta interna doppia vecchia Blu (Senza Barriera),古い室内ドア（青・ダブル） (バリケードなし),파란색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Niebieski, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Синий двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Mavi Eski İç Ev Kapısı (Barikat Yok),蓝色旧室内双开门 (无障碍),藍色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleBrown_NoBarricade,blocks,block,,,Brown Interior Door Old Double (No Barricade),,"Braune Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Marrón vieja doble (Sin Barricada),"Double porte intérieure Marronhe, ancienne (Sans Barrière)",Porta interna doppia vecchia Marrone (Senza Barriera),古い室内ドア（茶色・ダブル） (バリケードなし),갈색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Brązowy, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Коричневый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Kahverengi Eski İç Ev Kapısı (Barikat Yok),棕色旧室内双开门 (无障碍),棕色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleGreen_NoBarricade,blocks,block,,,Green Interior Door Old Double (No Barricade),,"Grüne Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Verde vieja doble (Sin Barricada),"Double porte intérieure Verthe, ancienne (Sans Barrière)",Porta interna doppia vecchia Verde (Senza Barriera),古い室内ドア（緑・ダブル） (バリケードなし),초록색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Zielony, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Зелёный двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Yeşil Eski İç Ev Kapısı (Barikat Yok),绿色旧室内双开门 (无障碍),綠色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleGrey_NoBarricade,blocks,block,,,Gray Interior Door Old Double (No Barricade),,"Graue Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Gris vieja doble (Sin Barricada),"Double porte intérieure Grishe, ancienne (Sans Barrière)",Porta interna doppia vecchia Grigio (Senza Barriera),古い室内ドア（灰色・ダブル） (バリケードなし),회색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Szary, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Серый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Gri Eski İç Ev Kapısı (Barikat Yok),灰色旧室内双开门 (无障碍),灰色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleOak_NoBarricade,blocks,block,,,White Interior Door Old Double (No Barricade),,"Weiße Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior blanca vieja doble (Sin Barricada),"Double porte intérieure blanche, ancienne (Sans Barrière)",Porta interna doppia vecchia bianca (Senza Barriera),古い室内ドア（白・ダブル） (バリケードなし),흰색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, białe, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая белая двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Beyaz Eski İç Ev Kapısı (Barikat Yok),白色旧室内双开门 (无障碍),白色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleOrange_NoBarricade,blocks,block,,,Orange Interior Door Old Double (No Barricade),,"Orangee Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Naranja vieja doble (Sin Barricada),"Double porte intérieure Orangehe, ancienne (Sans Barrière)",Porta interna doppia vecchia Arancione (Senza Barriera),古い室内ドア（オレンジ・ダブル） (バリケードなし),오렌지색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Pomarańczowy, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Оранжевый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Turuncu Eski İç Ev Kapısı (Barikat Yok),橙色旧室内双开门 (无障碍),橙色室內舊雙門 (無障礙)
JC_interiorDoorOldDoublePink_NoBarricade,blocks,block,,,Pink Interior Door Old Double (No Barricade),,"Rosae Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Rosa vieja doble (Sin Barricada),"Double porte intérieure Rosehe, ancienne (Sans Barrière)",Porta interna doppia vecchia Rosa (Senza Barriera),古い室内ドア（ピンク・ダブル） (バリケードなし),분홍색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Różowy, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Розовый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Pembe Eski İç Ev Kapısı (Barikat Yok),粉色旧室内双开门 (无障碍),粉紅色室內舊雙門 (無障礙)
JC_interiorDoorOldDoublePurple_NoBarricade,blocks,block,,,Purple Interior Door Old Double (No Barricade),,"Lilae Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Púrpura vieja doble (Sin Barricada),"Double porte intérieure Violethe, ancienne (Sans Barrière)",Porta interna doppia vecchia Viola (Senza Barriera),古い室内ドア（紫・ダブル） (バリケードなし),보라색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Fioletowy, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Фиолетовый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Mor Eski İç Ev Kapısı (Barikat Yok),紫色旧室内双开门 (无障碍),紫色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleRed_NoBarricade,blocks,block,,,Red Interior Door Old Double (No Barricade),,"Rote Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Rojo vieja doble (Sin Barricada),"Double porte intérieure Rougehe, ancienne (Sans Barrière)",Porta interna doppia vecchia Rosso (Senza Barriera),古い室内ドア（赤・ダブル） (バリケードなし),빨간색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Czerwony, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Красный двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Kırmızı Eski İç Ev Kapısı (Barikat Yok),红色旧室内双开门 (无障碍),紅色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleWhite_NoBarricade,blocks,block,,,White Interior Door Old Double (No Barricade),,"Weiße Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Blanco vieja doble (Sin Barricada),"Double porte intérieure Blanche, ancienne (Sans Barrière)",Porta interna doppia vecchia Bianco (Senza Barriera),古い室内ドア（白・ダブル） (バリケードなし),흰색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Biały, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Белый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Beyaz Eski İç Ev Kapısı (Barikat Yok),白色旧室内双开门 (无障碍),白色室內舊雙門 (無障礙)
JC_interiorDoorOldDoubleYellow_NoBarricade,blocks,block,,,Yellow Interior Door Old Double (No Barricade),,"Gelbe Doppeltür – Innenraum, alt (Ohne Barrikade)",Puerta interior Amarillo vieja doble (Sin Barricada),"Double porte intérieure Jaunehe, ancienne (Sans Barrière)",Porta interna doppia vecchia Giallo (Senza Barriera),古い室内ドア（黄色・ダブル） (バリケードなし),노란색 오래된 더블 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Żółty, podwójne (Bez Wzmocnienia)",Porta dupla velha interior branca (Sem Barreira),Старая Жёлтый двойная межкомнатная дверь (Без Баррикады),Çift Kanatlı Sarı Eski İç Ev Kapısı (Barikat Yok),黄色旧室内双开门 (无障碍),黃色室內舊雙門 (無障礙)
JC_interiorDoorOldGreen_NoBarricade,blocks,block,,,Green Interior Door Old (No Barricade),,Grüne Innentür – alt (Ohne Barrikade),Puerta interior Verde vieja (Sin Barricada),"Porte intérieure Verthe, ancienne (Sans Barrière)",Porta interna vecchia Verde (Senza Barriera),古い室内ドア（緑） (バリケードなし),초록색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Zielony (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Зелёный межкомнатная дверь (Без Баррикады),Yeşil Eski İç Ev Kapısı (Barikat Yok),绿色旧室内门 (无障碍),綠色室內舊門 (無障礙)
JC_interiorDoorOldGrey_NoBarricade,blocks,block,,,Gray Interior Door Old (No Barricade),,Graue Innentür – alt (Ohne Barrikade),Puerta interior Gris vieja (Sin Barricada),"Porte intérieure Grishe, ancienne (Sans Barrière)",Porta interna vecchia Grigio (Senza Barriera),古い室内ドア（灰色） (バリケードなし),회색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Szary (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Серый межкомнатная дверь (Без Баррикады),Gri Eski İç Ev Kapısı (Barikat Yok),灰色旧室内门 (无障碍),灰色室內舊門 (無障礙)
JC_interiorDoorOldOak_NoBarricade,blocks,block,,,White Interior Door Old (No Barricade),,Weiße Innentür – alt (Ohne Barrikade),Puerta interior blanca vieja (Sin Barricada),"Porte intérieure blanche, ancienne (Sans Barrière)",Porta interna vecchia bianca (Senza Barriera),古い室内ドア（白） (バリケードなし),흰색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, białe (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая белая межкомнатная дверь (Без Баррикады),Beyaz Eski İç Ev Kapısı (Barikat Yok),白色旧室内门 (无障碍),白色室內舊門 (無障礙)
JC_interiorDoorOldOrange_NoBarricade,blocks,block,,,Orange Interior Door Old (No Barricade),,Orangee Innentür – alt (Ohne Barrikade),Puerta interior Naranja vieja (Sin Barricada),"Porte intérieure Orangehe, ancienne (Sans Barrière)",Porta interna vecchia Arancione (Senza Barriera),古い室内ドア（オレンジ） (バリケードなし),오렌지색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Pomarańczowy (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Оранжевый межкомнатная дверь (Без Баррикады),Turuncu Eski İç Ev Kapısı (Barikat Yok),橙色旧室内门 (无障碍),橙色室內舊門 (無障礙)
JC_interiorDoorOldPink_NoBarricade,blocks,block,,,Pink Interior Door Old (No Barricade),,Rosae Innentür – alt (Ohne Barrikade),Puerta interior Rosa vieja (Sin Barricada),"Porte intérieure Rosehe, ancienne (Sans Barrière)",Porta interna vecchia Rosa (Senza Barriera),古い室内ドア（ピンク） (バリケードなし),분홍색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Różowy (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Розовый межкомнатная дверь (Без Баррикады),Pembe Eski İç Ev Kapısı (Barikat Yok),粉色旧室内门 (无障碍),粉紅色室內舊門 (無障礙)
JC_interiorDoorOldPurple_NoBarricade,blocks,block,,,Purple Interior Door Old (No Barricade),,Lilae Innentür – alt (Ohne Barrikade),Puerta interior Púrpura vieja (Sin Barricada),"Porte intérieure Violethe, ancienne (Sans Barrière)",Porta interna vecchia Viola (Senza Barriera),古い室内ドア（紫） (バリケードなし),보라색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Fioletowy (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Фиолетовый межкомнатная дверь (Без Баррикады),Mor Eski İç Ev Kapısı (Barikat Yok),紫色旧室内门 (无障碍),紫色室內舊門 (無障礙)
JC_interiorDoorOldRed_NoBarricade,blocks,block,,,Red Interior Door Old (No Barricade),,Rote Innentür – alt (Ohne Barrikade),Puerta interior Rojo vieja (Sin Barricada),"Porte intérieure Rougehe, ancienne (Sans Barrière)",Porta interna vecchia Rosso (Senza Barriera),古い室内ドア（赤） (バリケードなし),빨간색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Czerwony (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Красный межкомнатная дверь (Без Баррикады),Kırmızı Eski İç Ev Kapısı (Barikat Yok),红色旧室内门 (无障碍),紅色室內舊門 (無障礙)
JC_interiorDoorOldWhite_NoBarricade,blocks,block,,,White Interior Door Old (No Barricade),,Weiße Innentür – alt (Ohne Barrikade),Puerta interior Blanco vieja (Sin Barricada),"Porte intérieure Blanche, ancienne (Sans Barrière)",Porta interna vecchia Bianco (Senza Barriera),古い室内ドア（白） (バリケードなし),흰색 오래된 내부 문 (방어막 없음),"Wewnętrzne drzwi domowe – stare, Biały (Bez Wzmocnienia)",Porta velha interior branca (Sem Barreira),Старая Белый межкомнатная дверь (Без Баррикады),Beyaz Eski İç Ev Kapısı (Barikat Yok),白色旧室内门 (无障碍),白色室內舊門 (無障礙)
